country,year,gdp_nominal,gdp_per_capita_nominal,gdp_ppp,gdp_per_capita_ppp,gdp_ppp_share,gdp_growth
SYR,2009,53.939,2557.267,130.26,6175.748,0.158,5.9
SYR,2010,60.043,2806.685,136.379,6374.969,0.156,3.4
TWN,1980,42.285,2366.797,58.804,3291.385,0.444,8
TWN,1981,48.969,2691.494,68.938,3789.037,0.466,7.1
TWN,1982,49.535,2675.311,76.718,4143.411,0.486,4.8
TWN,1983,54.148,2881.66,86.916,4625.528,0.517,9
TWN,1984,61.071,3202.615,99.103,5196.997,0.544,10
TWN,1985,63.617,3293.869,107.151,5547.902,0.551,4.8
TWN,1986,78.195,4008.134,121.892,6247.968,0.595,11.5
TWN,1987,105.039,5325.173,140.84,7140.18,0.645,12.8
TWN,1988,126.473,6338.1,157.506,7893.31,0.668,8
TWN,1989,152.704,7575.906,177.959,8828.825,0.701,8.7
TWN,1990,166.622,8167.2,194.849,9550.796,0.712,5.5
TWN,1991,187.14,9081.901,218.303,10594.252,0.755,8.4
TWN,1992,222.911,10715.536,241.833,11625.137,0.734,8.3
TWN,1993,236.339,11256.711,264.434,12594.839,0.77,6.8
TWN,1994,256.247,12099.746,290.345,13709.812,0.805,7.5
TWN,1995,279.059,13066.128,315.695,14781.516,0.827,6.5
TWN,1996,292.494,13588.306,341.332,15857.132,0.846,6.2
TWN,1997,303.284,13948.722,368.229,16935.655,0.862,6.1
TWN,1998,279.964,12767.078,388.025,17694.94,0.875,4.2
TWN,1999,303.83,13752.716,420.007,19011.406,0.903,6.7
TWN,2000,330.68,14844.238,456.643,20498.705,0.913,6.3
TWN,2001,299.276,13357.195,460.381,20547.602,0.879,-1.4
TWN,2002,307.439,13651.355,493.163,21898.116,0.903,5.5
TWN,2003,317.381,14040.597,524.144,23187.556,0.908,4.2
TWN,2004,346.924,15290.307,575.654,25371.376,0.924,7
TWN,2005,374.06,16427.459,625.667,27477.242,0.931,5.4
TWN,2006,386.45,16892.883,682.18,29820.101,0.936,5.8
TWN,2007,406.907,17723.704,748.662,32609.547,0.951,6.9
TWN,2008,415.901,18053.591,769.182,33388.935,0.933,0.8
TWN,2009,390.829,16904.543,761.443,32934.697,0.924,-1.6
TWN,2010,444.281,19181.358,849.658,36683.095,0.969,10.2
TWN,2011,483.974,20838.589,899.05,38710.583,0.968,3.7
TWN,2012,495.61,21256.361,936.134,40150.159,0.959,2.2
TWN,2013,512.943,21945.46,975.713,41744.367,0.952,2.5
TWN,2014,535.328,22844.316,1039.555,44361.437,0.964,4.7
TWN,2015,534.515,22752.991,1064.581,45316.623,0.947,1.5
TWN,2016,543.081,23070.733,1097.966,46642.911,0.937,2.2
TWN,2017,590.733,25061.624,1154.638,48985.053,0.933,3.3
TWN,2018,609.198,25825.566,1180.13,50028.962,0.897,2.8
TWN,2019,611.396,25903.168,1237.961,52449.039,0.888,3.1
TWN,2020,673.178,28571.44,1359.023,57680.452,0.977,3.4
TWN,2021,773.038,33070.701,1504.784,64374.927,0.968,6.6
TWN,2022,760.907,32609.595,1653.793,70875.328,0.96,2.6
TWN,2023,755.674,32404.32,1735.226,74408.882,0.942,1.3
TWN,2024,775.017,33233.799,1843.016,79031.076,0.947,3.7
TWN,2025,814.438,34924.211,1926.585,82614.609,0.942,2.7
TWN,2026,859.634,36862.306,2013.152,86326.712,0.936,2.6
TWN,2027,902.076,38682.258,2102.053,90138.93,0.931,2.5
TWN,2028,936.808,40171.627,2194.217,94091.036,0.926,2.5
TWN,2029,956.168,41001.791,2282.448,97874.53,0.918,2.1
TJK,1992,0.291,52.622,7.07,1276.974,0.021,NA
TJK,1993,0.678,121.645,6.434,1154.419,0.019,-11.1
TJK,1994,0.829,147.923,5.165,921.237,0.014,-21.4
TJK,1995,0.569,100.448,4.614,814.166,0.012,-12.5
TJK,1996,1.052,183.374,4.494,783.51,0.011,-4.4
TJK,1997,1.121,192.58,4.649,798.431,0.011,1.7
TJK,1998,1.32,222.282,4.95,833.576,0.011,5.3
TJK,1999,1.087,177.712,5.206,851.365,0.011,3.7
TJK,2000,0.991,159.417,5.766,927.546,0.012,8.3
TJK,2001,1.057,167.035,6.497,1026.848,0.012,10.2
TJK,2002,1.212,187.958,7.198,1116.427,0.013,9.1
TJK,2003,1.555,236.394,8.089,1229.948,0.014,10.2
TJK,2004,2.073,308.844,9.187,1368.606,0.015,10.6
TJK,2005,2.311,337.129,10.11,1475.039,0.015,6.7
TJK,2006,2.811,401.586,11.152,1592.945,0.015,7
TJK,2007,3.712,519.025,12.347,1726.277,0.016,7.8
TJK,2008,5.135,702.445,13.579,1857.669,0.016,7.9
TJK,2009,4.977,666.024,14.196,1899.638,0.017,3.9
TJK,2010,5.642,738.287,15.302,2002.467,0.017,6.5
TJK,2011,6.523,834.52,16.774,2146.068,0.018,7.4
TJK,2012,7.592,949.648,18.367,2297.331,0.019,7.5
TJK,2013,8.506,1040.15,20.062,2453.253,0.02,7.4
TJK,2014,9.242,1105.197,21.779,2604.317,0.02,6.7
TJK,2015,7.857,919.073,23.3,2725.605,0.021,6
TJK,2016,6.994,800.645,25.145,2878.625,0.021,6.9
TJK,2017,7.535,844.595,27.412,3072.654,0.022,7.1
TJK,2018,7.762,852.341,28.565,3136.544,0.022,7.6
TJK,2019,8.301,893.318,32.973,3548.583,0.024,7.4
TJK,2020,8.134,858.445,35.624,3759.648,0.026,4.4
TJK,2021,8.934,925.135,39.727,4113.977,0.026,9.4
TJK,2022,10.493,1066.747,45.964,4673.073,0.027,8
TJK,2023,11.855,1183.908,51.547,5147.945,0.028,8.3
TJK,2024,12.995,1275.5,56.367,5532.774,0.029,6.8
TJK,2025,14.164,1367.091,59.974,5788.797,0.029,4.5
TJK,2026,15.445,1466.706,63.836,6062.057,0.03,4.5
TJK,2027,16.828,1573.025,67.934,6350.076,0.03,4.5
TJK,2028,18.258,1680.514,72.292,6654.143,0.031,4.5
TJK,2029,19.808,1795.903,76.931,6975.04,0.031,4.5
TZA,1980,10.873,602.924,9.107,504.965,0.069,3.3
TZA,1981,13.005,699.181,10.018,538.584,0.068,0.5
TZA,1982,14.932,778.244,10.701,557.718,0.068,0.6
TZA,1983,15.294,772.741,11.387,575.345,0.068,2.4
TZA,1984,13.915,682.028,12.199,597.941,0.067,3.4
TZA,1985,12.556,596.872,13.164,625.778,0.068,4.6
TZA,1986,15.874,732.197,14.315,660.29,0.07,6.6
TZA,1987,7.821,350.129,15.535,695.522,0.071,5.9
TZA,1988,7.474,324.721,16.791,729.514,0.071,4.4
TZA,1989,6.444,271.496,18.112,763.045,0.071,3.8
TZA,1990,5.172,211.031,20.114,820.739,0.074,7
TZA,1991,6.019,237.573,21.225,837.736,0.073,2.1
TZA,1992,5.588,213.148,21.836,832.915,0.066,0.6
TZA,1993,5.17,190.679,22.623,834.286,0.066,1.2
TZA,1994,5.478,195.663,23.468,838.239,0.065,1.6
TZA,1995,6.382,221.366,24.815,860.763,0.065,3.6
TZA,1996,7.889,266.49,26.418,892.415,0.065,4.5
TZA,1997,9.341,307.987,27.821,917.26,0.065,3.5
TZA,1998,11.481,370.188,29.177,940.761,0.066,3.7
TZA,1999,11.777,370.918,31.022,977.054,0.067,4.8
TZA,2000,12.369,380.08,33.29,1022.915,0.067,4.9
TZA,2001,12.61,377.469,36.081,1080.093,0.069,6
TZA,2002,13.123,382.287,39.267,1143.886,0.072,7.2
TZA,2003,14.159,401.068,42.799,1212.38,0.074,6.9
TZA,2004,15.576,428.911,47.391,1305.019,0.076,7.8
TZA,2005,17.174,459.755,52.479,1404.9,0.078,7.4
TZA,2006,18.878,491.351,56.619,1473.627,0.078,4.7
TZA,2007,21.81,551.847,63.075,1595.953,0.08,8.5
TZA,2008,27.779,683.547,67.869,1670.019,0.082,5.6
TZA,2009,29.301,700.567,71.963,1720.61,0.087,5.4
TZA,2010,31.86,739.903,77.469,1799.105,0.088,6.4
TZA,2011,34.369,774.979,85.317,1923.804,0.092,7.9
TZA,2012,39.65,867.852,91.374,1999.961,0.094,5.1
TZA,2013,45.677,970.271,99.231,2107.873,0.097,6.8
TZA,2014,49.982,1030.316,107.757,2221.28,0.1,6.7
TZA,2015,47.424,948.688,115.457,2309.645,0.103,6.2
TZA,2016,49.774,966.292,124.558,2418.123,0.106,6.9
TZA,2017,54,1017.437,135.318,2549.584,0.109,6.7
TZA,2018,54.775,1001.744,146.044,2670.909,0.111,7
TZA,2019,58.797,1043.939,164.885,2927.514,0.118,6.9
TZA,2020,63.373,1092.613,186.62,3217.527,0.134,4.5
TZA,2021,67.964,1137.865,204.686,3426.876,0.132,4.8
TZA,2022,74.173,1205.866,229.509,3731.254,0.133,4.7
TZA,2023,79.138,1249.348,249.808,3943.736,0.136,5.1
TZA,2024,79.867,1224.368,269.672,4134.116,0.139,5.4
TZA,2025,85.477,1272.459,291.049,4332.701,0.142,6
TZA,2026,92.982,1344.124,315.127,4555.369,0.147,6.3
TZA,2027,101.799,1428.988,341.78,4797.669,0.151,6.5
TZA,2028,111.649,1521.887,370.682,5052.781,0.156,6.5
TZA,2029,122.4,1620.154,401.996,5321.051,0.162,6.5
THA,1980,33.422,705.484,75.722,1598.364,0.572,4.6
THA,1981,35.999,744.913,87.784,1816.495,0.594,5.9
THA,1982,37.799,767.41,98.198,1993.635,0.622,5.4
THA,1983,41.366,824.445,107.739,2147.307,0.641,5.6
THA,1984,43.179,845.08,118.057,2310.547,0.648,5.8
THA,1985,40.185,772.393,127.445,2449.596,0.655,4.6
THA,1986,44.52,840.315,137.205,2589.753,0.669,5.5
THA,1987,52.204,967.712,153.99,2854.52,0.706,9.5
THA,1988,63.704,1160.538,180.604,3290.2,0.766,13.3
THA,1989,74.637,1338.257,210.572,3775.574,0.829,12.2
THA,1990,88.467,1564.175,243.843,4311.361,0.892,11.6
THA,1991,101.247,1769.043,273.273,4774.786,0.945,8.4
THA,1992,115.576,1999.204,305.298,5280.969,0.927,9.2
THA,1993,128.889,2209.362,339.649,5822.111,0.989,8.7
THA,1994,146.684,2491.433,374.644,6363.349,1.038,8
THA,1995,169.279,2846.59,413.558,6954.381,1.083,8.1
THA,1996,183.035,3043.982,444.932,7399.476,1.103,5.7
THA,1997,150.18,2468.182,440.141,7233.626,1.031,-2.8
THA,1998,113.676,1845.829,411.11,6675.484,0.927,-7.6
THA,1999,126.669,2033.26,435.991,6998.41,0.937,4.6
THA,2000,126.392,2007.735,465.732,7398.125,0.931,4.5
THA,2001,120.296,1893.264,492.62,7753.013,0.941,3.4
THA,2002,134.301,2096.189,531.038,8288.516,0.972,6.1
THA,2003,152.281,2359.116,580.453,8992.318,1.005,7.2
THA,2004,172.896,2660.126,633.549,9747.61,1.017,6.3
THA,2005,189.264,2893.221,680.779,10406.882,1.013,4.2
THA,2006,221.731,3369.135,736.636,11192.938,1.011,5
THA,2007,262.94,3972.98,797.715,12053.343,1.013,5.4
THA,2008,291.299,4378.4,827.114,12432.009,1.003,1.7
THA,2009,281.716,4213.097,826.467,12359.902,1.003,-0.7
THA,2010,341.166,5077.257,899.363,13384.361,1.026,7.5
THA,2011,370.877,5492.981,925.63,13709.31,0.997,0.8
THA,2012,397.579,5860.884,1011.155,14905.88,1.036,7.2
THA,2013,420.329,6168.196,1056.002,15496.506,1.03,2.7
THA,2014,407.35,5952.033,1084.972,15853.177,1.006,1
THA,2015,401.183,5838.399,1129.36,16435.534,1.004,3.1
THA,2016,413.479,5994.949,1179.255,17097.763,1.007,3.4
THA,2017,456.336,6593.517,1250.522,18068.566,1.011,4.2
THA,2018,506.553,7296.037,1347.311,19405.742,1.024,4.2
THA,2019,543.879,7811.477,1427.827,20507.22,1.024,2.1
THA,2020,500.501,7170.503,1372.919,19669.331,0.987,-6.1
THA,2021,506.27,7237.504,1452.137,20759.395,0.934,1.6
THA,2022,495.622,7072.418,1594.739,22756.563,0.926,2.5
THA,2023,514.836,7335.637,1683.069,23981.207,0.913,1.9
THA,2024,528.919,7527.382,1771.532,25211.769,0.91,2.8
THA,2025,545.341,7754.143,1857.84,26416.433,0.909,3
THA,2026,569.517,8092.992,1940.894,27580.626,0.903,2.6
THA,2027,596.267,8470.417,2030.893,28850.323,0.899,2.7
THA,2028,624.015,8864.239,2123.829,30169.377,0.896,2.7
THA,2029,652.658,9270.715,2220.377,31539.444,0.893,2.7
TLS,2000,0.367,420.946,1.675,1920.843,0.003,NA
TLS,2001,0.477,539.594,1.992,2251.806,0.004,16.3
TLS,2002,0.47,520.99,1.888,2094.831,0.003,-6.7
TLS,2003,0.49,534.192,1.883,2051.077,0.003,-2.2
TLS,2004,0.441,471.231,1.941,2075.647,0.003,0.4
TLS,2005,0.462,483.242,2.062,2155.648,0.003,3
TLS,2006,0.454,462.124,2.038,2075.545,0.003,-4.1
TLS,2007,0.543,538.952,2.308,2291.891,0.003,10.3
TLS,2008,0.648,628.632,2.621,2540.426,0.003,11.4
TLS,2009,0.727,689.276,2.904,2754.077,0.004,10.1
TLS,2010,0.882,819.147,3.214,2985.443,0.004,9.3
TLS,2011,1.042,947.257,3.476,3158.308,0.004,6
TLS,2012,1.16,1031,3.712,3298.186,0.004,4.9
TLS,2013,1.396,1213.652,3.891,3384.019,0.004,3.1
TLS,2014,1.447,1233.58,4.138,3526.522,0.004,4.5
TLS,2015,1.594,1332.672,4.291,3586.77,0.004,2.8
TLS,2016,1.651,1358.283,4.479,3685.45,0.004,3.4
TLS,2017,1.616,1309.352,4.419,3581.204,0.004,-3.1
TLS,2018,1.584,1264.501,4.625,3692.807,0.004,-0.7
TLS,2019,2.048,1611.123,5.973,4698.816,0.004,2.1
TLS,2020,2.163,1676.769,8.131,6304.665,0.006,-7.2
TLS,2021,3.622,2764.355,9.207,7026.952,0.006,1.6
TLS,2022,3.205,2406.607,7.837,5885.395,0.005,4
TLS,2023,2.379,1760.628,6.96,5152.032,0.004,2.3
TLS,2024,1.992,1453.881,6.435,4696.56,0.003,3
TLS,2025,2.13,1532.855,6.757,4862.772,0.003,3.1
TLS,2026,2.275,1614.81,7.105,5043.381,0.003,3.2
TLS,2027,2.428,1699.765,7.464,5226.262,0.003,3.1
TLS,2028,2.591,1789.614,7.841,5416.555,0.003,3.1
TLS,2029,2.762,1882.932,8.208,5596.618,0.003,3
TGO,1980,1.994,706.783,2.635,933.772,0.02,-2.3
TGO,1981,1.656,567.856,2.786,955.156,0.019,-3.4
TGO,1982,1.396,461.822,2.848,942.062,0.018,-3.7
TGO,1983,1.33,425.523,2.807,897.801,0.017,-5.2
TGO,1984,1.222,377.995,3.079,952.73,0.017,5.9
TGO,1985,1.281,383.932,3.295,987.536,0.017,3.7
TGO,1986,1.795,521.836,3.471,1009.154,0.017,3.3
TGO,1987,2.107,594.487,3.469,978.444,0.016,-2.5
TGO,1988,2.345,641.99,3.954,1082.375,0.017,10.1
TGO,1989,2.302,611.524,4.278,1136.641,0.017,4.1
TGO,1990,2.772,715.236,4.7,1212.541,0.017,5.9
TGO,1991,2.74,686.607,4.83,1210.468,0.017,-0.6
TGO,1992,2.873,699.731,4.782,1164.499,0.015,-3.2
TGO,1993,2.189,536.718,4.096,1004.366,0.012,-16.3
TGO,1994,1.697,414.629,4.766,1164.645,0.013,13.9
TGO,1995,2.24,523.522,5.825,1361.028,0.015,19.7
TGO,1996,2.448,550.724,5.702,1282.457,0.014,-3.9
TGO,1997,2.494,542.959,6.021,1310.939,0.014,3.8
TGO,1998,2.361,499.32,5.95,1258.477,0.013,-2.3
TGO,1999,2.37,486.879,6.188,1271.16,0.013,2.5
TGO,2000,2.014,402.18,6.267,1251.333,0.013,-1
TGO,2001,2,388.651,6.46,1255.555,0.012,0.8
TGO,2002,2.301,435.683,6.812,1289.783,0.012,3.8
TGO,2003,2.854,526.449,7.413,1367.521,0.013,6.7
TGO,2004,3.048,547.7,7.538,1354.495,0.012,-1
TGO,2005,3.08,539.198,7.411,1297.601,0.011,-4.7
TGO,2006,3.173,540.082,7.842,1335.048,0.011,2.7
TGO,2007,3.76,621.808,8.155,1348.559,0.01,1.2
TGO,2008,4.578,735.775,8.648,1389.804,0.01,4
TGO,2009,4.717,737.152,9.176,1434.046,0.011,5.5
TGO,2010,4.75,722.819,9.831,1495.95,0.011,5.9
TGO,2011,5.421,803.341,10.618,1573.393,0.011,5.8
TGO,2012,5.417,782.049,11.498,1659.929,0.012,6.3
TGO,2013,6.022,847.4,12.374,1741.355,0.012,5.8
TGO,2014,6.395,877.419,13.299,1824.715,0.012,5.6
TGO,2015,5.756,770.221,14.157,1894.308,0.013,5.5
TGO,2016,6.069,792.222,15.111,1972.312,0.013,5.7
TGO,2017,6.385,813.108,15.998,2037.193,0.013,4
TGO,2018,7.033,873.964,17.072,2121.584,0.013,4.8
TGO,2019,6.993,848.341,18.743,2273.8,0.013,4.9
TGO,2020,7.4,876.511,20.402,2416.58,0.015,2
TGO,2021,8.338,964.325,22.859,2643.592,0.015,6
TGO,2022,8.144,919.575,25.912,2925.819,0.015,5.8
TGO,2023,9.081,1001.112,28.347,3125.219,0.015,5.6
TGO,2024,9.766,1051.216,30.563,3289.861,0.016,5.3
TGO,2025,10.459,1099.251,32.767,3443.82,0.016,5.3
TGO,2026,11.292,1158.76,35.211,3613.212,0.016,5.5
TGO,2027,12.129,1215.265,37.83,3790.254,0.017,5.5
TGO,2028,13.043,1275.942,40.642,3975.791,0.017,5.5
TGO,2029,14.036,1340.643,43.664,4170.457,0.018,5.5
TON,1980,0.071,770.303,0.067,723.128,0.001,15.8
TON,1981,0.079,850.554,0.083,897.509,0.001,14
TON,1982,0.079,843.209,0.1,1069.201,0.001,12.8
TON,1983,0.077,818.461,0.11,1163.072,0.001,5.8
TON,1984,0.081,854.275,0.164,1718.295,0.001,44.1
TON,1985,0.076,802.926,0.178,1881.75,0.001,5.6
TON,1986,0.09,959.286,0.198,2099.615,0.001,8.8
TON,1987,0.098,1037.126,0.206,2182.518,0.001,1.7
TON,1988,0.115,1213.22,0.206,2169.55,0.001,-3.5
TON,1989,0.139,1461.359,0.216,2268.09,0.001,1.1
TON,1990,0.144,1498.504,0.235,2451.316,0.001,4.7
TON,1991,0.169,1750.858,0.257,2667.717,0.001,5.9
TON,1992,0.178,1832.835,0.253,2611.791,0.001,-3.8
TON,1993,0.183,1884.492,0.259,2658.714,0.001,-0.1
TON,1994,0.189,1948.137,0.27,2776.784,0.001,2
TON,1995,0.207,2123.283,0.297,3049.595,0.001,7.9
TON,1996,0.218,2228.293,0.303,3097.858,0.001,0.1
TON,1997,0.222,2263.661,0.306,3126.02,0.001,-0.6
TON,1998,0.212,2153.245,0.317,3220.761,0.001,2.3
TON,1999,0.199,2017.943,0.328,3327.596,0.001,2.3
TON,2000,0.205,2066.545,0.349,3516.613,0.001,3.8
TON,2001,0.181,1819.632,0.362,3633.299,0.001,1.5
TON,2002,0.183,1828.634,0.384,3839.784,0.001,4.5
TON,2003,0.202,2015.247,0.392,3901.681,0.001,0.1
TON,2004,0.231,2288.897,0.395,3914.909,0.001,-1.9
TON,2005,0.262,2581.93,0.405,3996.044,0.001,-0.4
TON,2006,0.292,2865.259,0.409,4005.499,0.001,-2.2
TON,2007,0.299,2919.693,0.409,4001.272,0.001,-2.5
TON,2008,0.344,3360.507,0.437,4261.574,0.001,4.8
TON,2009,0.312,3040.244,0.417,4054.949,0.001,-5.2
TON,2010,0.367,3561.484,0.425,4127.079,0,0.8
TON,2011,0.415,4014.77,0.463,4488.443,0,6.8
TON,2012,0.427,4153.205,0.483,4704.402,0,2.4
TON,2013,0.407,3985.691,0.494,4832.186,0,0.5
TON,2014,0.403,3962.922,0.512,5033.171,0,1.9
TON,2015,0.397,3927,0.523,5173.975,0,1.3
TON,2016,0.382,3791.749,0.564,5606.983,0,6.8
TON,2017,0.416,4140.997,0.594,5904.632,0,3.4
TON,2018,0.435,4330.348,0.613,6097.585,0,0.9
TON,2019,0.445,4434.799,0.621,6189.266,0,-0.2
TON,2020,0.445,4438.581,0.638,6359.446,0,1.3
TON,2021,0.459,4576.702,0.659,6571.799,0,-1.3
TON,2022,0.475,4756.066,0.706,7061.24,0,0
TON,2023,0.52,5218.576,0.746,7477.138,0,2
TON,2024,0.545,5483.29,0.777,7810.975,0,1.8
TON,2025,0.571,5756.527,0.81,8160.168,0,2.4
TON,2026,0.595,6009.924,0.841,8498.277,0,2
TON,2027,0.616,6241.691,0.87,8816.214,0,1.6
TON,2028,0.638,6482.631,0.899,9128.751,0,1.4
TON,2029,0.66,6720.969,0.927,9434.931,0,1.2
TTO,1980,6.343,5847.707,6.516,6006.904,0.049,10.4
TTO,1981,7.113,6454.418,7.459,6768.617,0.05,4.6
TTO,1982,8.28,7393.152,8.221,7339.796,0.052,3.8
TTO,1983,7.898,6939.437,7.663,6733.065,0.046,-10.3
TTO,1984,7.891,6831.216,7.483,6478.056,0.041,-5.8
TTO,1985,7.503,6411.214,7.401,6324.313,0.038,-4.1
TTO,1986,4.877,4121.173,7.303,6171.08,0.036,-3.3
TTO,1987,4.88,4085.591,7.142,5979.18,0.033,-4.6
TTO,1988,4.574,3798.754,7.104,5899.904,0.03,-3.9
TTO,1989,4.397,3625.717,7.322,6036.723,0.029,-0.8
TTO,1990,5.155,4221.813,7.71,6314.137,0.028,1.5
TTO,1991,5.399,4392.869,8.219,6687.138,0.028,3.1
TTO,1992,5.533,4474.142,9.255,7483.714,0.028,10.1
TTO,1993,4.656,3743.583,9.411,7567.476,0.027,-0.7
TTO,1994,5.032,4027.423,9.955,7966.848,0.028,3.6
TTO,1995,5.421,4322.255,10.551,8412.3,0.028,3.8
TTO,1996,5.859,4658.874,11.51,9153.056,0.029,7.1
TTO,1997,5.837,4632.813,12.59,9993.13,0.029,7.5
TTO,1998,6.148,4872.619,13.766,10910.359,0.031,8.1
TTO,1999,6.926,5479.934,15.081,11931.599,0.032,8
TTO,2000,8.295,6545.953,16.487,13010.7,0.033,6.9
TTO,2001,8.96,7046.379,17.481,13747.124,0.033,3.7
TTO,2002,9.148,7162.514,19.023,14893.86,0.035,7.2
TTO,2003,11.464,8931.032,22.09,17210.053,0.038,13.9
TTO,2004,13.472,10442.168,24.346,18871.517,0.039,7.3
TTO,2005,16.17,12471.953,26.59,20509.215,0.04,5.9
TTO,2006,18.6,14280.042,31.297,24027.677,0.043,14.2
TTO,2007,21.937,16765.857,33.513,25612.771,0.043,4.3
TTO,2008,28.193,21448.701,35.281,26840.975,0.043,3.3
TTO,2009,19.52,14777.395,33.786,25577.971,0.041,-4.8
TTO,2010,22.522,16957.433,35.381,26639.221,0.04,3.5
TTO,2011,25.789,19300.833,36.041,26973.522,0.039,-0.2
TTO,2012,27.335,20325.911,38.677,28760.451,0.04,5.4
TTO,2013,28.71,21208.309,40.725,30084.04,0.04,3.5
TTO,2014,29.698,21799.068,43.031,31586.198,0.04,3.9
TTO,2015,27.027,19722.777,43.093,31446.936,0.038,-0.8
TTO,2016,23.723,17220.758,40.228,29202.112,0.034,-7.5
TTO,2017,24.04,17369.342,38.982,28165.203,0.032,-4.8
TTO,2018,24.569,17677.747,40.092,28846.617,0.03,-0.6
TTO,2019,23.776,17043.863,40.494,29028.396,0.029,0.4
TTO,2020,20.808,14868.061,36.393,26004.521,0.026,-9.1
TTO,2021,24.496,17412.427,42.157,29965.6,0.027,-1
TTO,2022,30.053,21252.661,45.832,32410.34,0.027,1.5
TTO,2023,28.024,19718.195,48.025,33790.98,0.026,1.1
TTO,2024,28.139,19703.041,49.967,34987.234,0.026,1.6
TTO,2025,29.238,20376.315,52.091,36302.143,0.025,2.4
TTO,2026,29.814,20681.952,53.573,37163.42,0.025,1
TTO,2027,30.584,21120.132,55.749,38497.916,0.025,2.2
TTO,2028,31.573,21704.633,58.384,40135.852,0.025,2.8
TTO,2029,32.6,22308.936,61.096,41809.337,0.025,2.8
TUN,1980,9.566,1482.823,13.337,2067.356,0.101,7.4
TUN,1981,9.223,1390.414,15.405,2322.487,0.104,5.5
TUN,1982,8.9,1309.899,16.279,2395.774,0.103,-0.5
TUN,1983,9.202,1322.84,17.707,2545.434,0.105,4.7
TUN,1984,9.054,1286.6,19.397,2756.435,0.107,5.7
TUN,1985,9.245,1271.845,21.145,2908.801,0.109,5.7
TUN,1986,9.91,1312.226,21.257,2814.777,0.104,-1.5
TUN,1987,10.663,1382.408,23.244,3013.375,0.107,6.7
TUN,1988,11.073,1411.506,24.08,3069.631,0.102,0.1
TUN,1989,11.069,1386.015,25.67,3214.372,0.101,2.6
TUN,1990,14.133,1716.723,28.515,3463.562,0.104,7.1
TUN,1991,14.897,1769.744,30.699,3646.996,0.106,4.1
TUN,1992,17.809,2070.007,33.914,3941.955,0.103,8
TUN,1993,16.724,1903.681,35.577,4049.826,0.104,2.5
TUN,1994,17.886,1997,37.655,4204.186,0.104,3.6
TUN,1995,20.616,2261.968,39.472,4330.891,0.103,2.7
TUN,1996,22.324,2411.883,42.95,4640.161,0.106,6.9
TUN,1997,21.762,2318.983,46.191,4922.284,0.108,5.7
TUN,1998,22.87,2407.491,49.029,5161.264,0.111,5
TUN,1999,24.066,2505.878,52.715,5488.956,0.113,6
TUN,2000,22.524,2322.277,56.227,5797.046,0.112,4.3
TUN,2001,23.146,2365.245,59.675,6098.212,0.114,3.8
TUN,2002,24.274,2460.779,61.404,6224.871,0.112,1.3
TUN,2003,28.797,2897.197,65.561,6595.876,0.114,4.7
TUN,2004,32.71,3265.224,71.522,7139.624,0.115,6.2
TUN,2005,33.851,3350.785,76.337,7556.217,0.114,3.5
TUN,2006,36.059,3536.507,82.817,8122.419,0.114,5.2
TUN,2007,40.819,3963.791,90.768,8814.086,0.115,6.7
TUN,2008,47.039,4519.745,96.437,9266.295,0.117,4.2
TUN,2009,45.593,4333.153,99.985,9502.653,0.121,3
TUN,2010,46.21,4343.057,104.754,9845.35,0.119,3.5
TUN,2011,48.122,4471.694,104.727,9731.668,0.113,-2
TUN,2012,47.311,4345.815,111.175,10212.049,0.114,4.2
TUN,2013,48.681,4419.705,115.815,10514.707,0.113,2.4
TUN,2014,50.273,4511.282,121.473,10900.432,0.113,3.1
TUN,2015,45.779,4060.695,123.787,10980.21,0.11,1
TUN,2016,44.36,3890.127,126.36,11081.035,0.108,1.1
TUN,2017,42.167,3656.508,131.52,11404.656,0.106,2.3
TUN,2018,42.687,3661.194,139.32,11949.406,0.106,2.6
TUN,2019,41.905,3556.377,148.377,12592.25,0.106,1.6
TUN,2020,42.494,3569.972,142.71,11989.274,0.103,-9
TUN,2021,46.813,3895.114,149.106,12406.364,0.096,4.7
TUN,2022,44.596,3676.784,164.008,13521.856,0.095,2.7
TUN,2023,48.541,3967.481,169.976,13892.913,0.092,0
TUN,2024,52.636,4266.985,176.873,14338.485,0.091,1.6
TUN,2025,54.651,4396.179,182.965,14717.78,0.089,1.6
TUN,2026,56.702,4527.928,189.094,15100.031,0.088,1.5
TUN,2027,57.232,4538.987,195.364,15494.027,0.087,1.5
TUN,2028,57.749,4550.534,201.561,15882.606,0.085,1.3
TUN,2029,58.571,4587.309,207.798,16274.781,0.084,1.2
TUR,1980,96.596,2133.685,161.322,3563.407,1.218,-0.8
TUR,1981,97.865,2113.068,184.293,3979.192,1.246,4.4
TUR,1982,88.918,1876.637,202.391,4271.503,1.282,3.4
TUR,1983,84.968,1753.332,220.323,4546.427,1.31,4.8
TUR,1984,82.642,1668.464,243.849,4923.06,1.339,6.8
TUR,1985,92.827,1835.181,262.273,5185.114,1.348,4.3
TUR,1986,102.337,1983.05,286.125,5544.432,1.396,6.9
TUR,1987,118.926,2260.66,322.616,6132.591,1.479,10
TUR,1988,125.032,2333.225,341.078,6364.856,1.446,2.1
TUR,1989,147.727,2707.896,355.349,6513.71,1.4,0.3
TUR,1990,207.508,3738.161,402.766,7255.65,1.473,9.3
